Ra,Rh,La,Lh,Ma,Mh,Ia,Ih,Oa,Oh,Qa,Qh
0.5050184726715088,0.5366256237030029,0.7142100930213928,0.7275194525718689,0.5243985056877136,0.5297130346298218,0.5826371908187866,0.6062121987342834,0.5178571939468384,0.5126025676727295,0.5228621959686279,0.5914649963378906
0.5183866620063782,0.5240076184272766,0.6166772842407227,0.6699748039245605,0.5324022769927979,0.551623523235321,0.5834190249443054,0.596457302570343,0.5098636150360107,0.5223445892333984,0.5115954875946045,0.5185375809669495
0.5094106793403625,0.5325735807418823,0.5874981880187988,0.5935617685317993,0.5269269943237305,0.5417904257774353,0.5230589509010315,0.6590353846549988,0.5149540305137634,0.5186924934387207,0.5217446088790894,0.5186207890510559
0.5146174430847168,0.5320319533348083,0.6756329536437988,0.7046018838882446,0.512032151222229,0.5259315967559814,0.530526340007782,0.6430472731590271,0.5153722167015076,0.5259093642234802,0.5189223289489746,0.5428811311721802
0.4905834496021271,0.53266841173172,0.5407858490943909,0.6937395930290222,0.5203356146812439,0.5594576597213745,0.536565899848938,0.5997421145439148,0.5049048066139221,0.509887158870697,0.5190364122390747,0.5294886827468872
0.511681079864502,0.5361981391906738,0.5137785077095032,0.6653352975845337,0.515327513217926,0.5442520380020142,0.5240967869758606,0.6990351676940918,0.5321564078330994,0.5039243698120117,0.5230722427368164,0.5354394912719727
0.5137642621994019,0.5142490863800049,0.7169212102890015,0.526343584060669,0.5264583230018616,0.5467602014541626,0.5327659249305725,0.569196343421936,0.5088750720024109,0.5135279893875122,0.5077942609786987,0.5403931140899658
0.520833432674408,0.5440001487731934,0.5841553807258606,0.6645980477333069,0.5291695594787598,0.5509549379348755,0.5254974961280823,0.6313768625259399,0.5138651728630066,0.5225034952163696,0.5258172154426575,0.5688532590866089
0.5133017897605896,0.5279495120048523,0.668356716632843,0.6209632754325867,0.5232242345809937,0.5358852744102478,0.5351011157035828,0.7050424218177795,0.5215727686882019,0.5296959280967712,0.5226352214813232,0.5682660341262817
0.5546521544456482,0.5380126237869263,0.6308141946792603,0.6981409788131714,0.5367792844772339,0.5566130876541138,0.5457420945167542,0.6120313405990601,0.5174403190612793,0.5553147792816162,0.5121096968650818,0.6505857110023499
0.513468325138092,0.5382143259048462,0.7049190402030945,0.6766506433486938,0.5243857502937317,0.5345444083213806,0.5697845816612244,0.6983585357666016,0.5268509387969971,0.5054620504379272,0.5157120227813721,0.6159420013427734
0.527626633644104,0.523607611656189,0.7048130035400391,0.6963439583778381,0.5277531743049622,0.5660938024520874,0.6039503812789917,0.6002289652824402,0.5074094533920288,0.518393874168396,0.5238822102546692,0.5944592952728271
0.5319146513938904,0.5267937183380127,0.6993775963783264,0.7142684459686279,0.5410175323486328,0.5617033243179321,0.6313846707344055,0.697772204875946,0.5054354667663574,0.5238586664199829,0.5152738690376282,0.5313814878463745
0.5209291577339172,0.5153552889823914,0.6757696866989136,0.6111618280410767,0.5764101147651672,0.5486405491828918,0.5470821857452393,0.6345199942588806,0.5169418454170227,0.5224472284317017,0.5136559009552002,0.5241761803627014
0.511813759803772,0.5171020030975342,0.5293149352073669,0.545712411403656,0.5153913497924805,0.5497732162475586,0.5366969704627991,0.6793758273124695,0.5063678622245789,0.5073100924491882,0.5070307850837708,0.6003619432449341
0.5247635245323181,0.5347495079040527,0.6325185894966125,0.5701935887336731,0.5075241327285767,0.5119484066963196,0.5192427039146423,0.6311161518096924,0.5003141164779663,0.5290499329566956,0.5062439441680908,0.6011418700218201
0.5012179017066956,0.5067926049232483,0.6623049974441528,0.6594125032424927,0.5070468783378601,0.6365949511528015,0.5553456544876099,0.6450297236442566,0.4910873770713806,0.49797502160072327,0.5024082660675049,0.5238847732543945
0.5178587436676025,0.5206018090248108,0.662822425365448,0.7012152075767517,0.5340646505355835,0.5520584583282471,0.5128827095031738,0.6503114104270935,0.49567562341690063,0.4995649456977844,0.5046093463897705,0.5230079889297485
0.5064172148704529,0.5028509497642517,0.5358248353004456,0.6430345177650452,0.5331630110740662,0.5062921047210693,0.5083346962928772,0.5847747921943665,0.5019616484642029,0.4957752525806427,0.5076539516448975,0.5873520970344543
0.5048182606697083,0.5208283066749573,0.5417975187301636,0.608951210975647,0.5372938513755798,0.5277774333953857,0.5161778926849365,0.767263650894165,0.5525267124176025,0.5299739837646484,0.517408549785614,0.549162745475769
0.5220248699188232,0.5302609205245972,0.5122523307800293,0.5857099890708923,0.5173563957214355,0.5091953873634338,0.5143312215805054,0.5978007316589355,0.5256469249725342,0.5064887404441833,0.5095909237861633,0.588645339012146
0.5425755381584167,0.5132247805595398,0.5169669985771179,0.5269718766212463,0.5384268760681152,0.5156198143959045,0.5413457155227661,0.7128918766975403,0.5289887189865112,0.5310001373291016,0.507070004940033,0.5088307857513428
0.507786750793457,0.5397531986236572,0.6105754971504211,0.5857878923416138,0.5145328640937805,0.52275151014328,0.5794563889503479,0.7025902271270752,0.5019513368606567,0.5186958312988281,0.5210842490196228,0.5852580666542053
0.5244405269622803,0.5148040056228638,0.5514271855354309,0.6684572100639343,0.5230315923690796,0.5094869136810303,0.5563222765922546,0.7222946286201477,0.5139263272285461,0.5011819005012512,0.5077686905860901,0.6387818455696106
0.5242277979850769,0.5153848528862,0.5259317755699158,0.6932635307312012,0.5155050754547119,0.6520988345146179,0.5269366502761841,0.7393879294395447,0.5239408612251282,0.508979856967926,0.5038939118385315,0.5409229397773743
0.514198362827301,0.5325384736061096,0.6837296485900879,0.7079527378082275,0.5190603137016296,0.5339746475219727,0.530746340751648,0.6430866122245789,0.5088614821434021,0.5097204446792603,0.5495791435241699,0.5213147401809692
0.5087916254997253,0.5158544182777405,0.5216267704963684,0.6660540103912354,0.502330482006073,0.5397180318832397,0.5323101878166199,0.6511346697807312,0.5111983418464661,0.4926348924636841,0.536852240562439,0.5910645723342896
0.5210256576538086,0.5356748700141907,0.5861319303512573,0.616701066493988,0.5318455100059509,0.547220766544342,0.542111873626709,0.7559140920639038,0.5211326479911804,0.5148878693580627,0.5337020754814148,0.5632902979850769
0.5090476870536804,0.5355115532875061,0.5605574250221252,0.6140543818473816,0.5153285264968872,0.5054603219032288,0.5277955532073975,0.7383453249931335,0.5178325176239014,0.5127183794975281,0.5569730997085571,0.5321137309074402
0.5012989640235901,0.5289236307144165,0.5985519289970398,0.6695289611816406,0.53805011510849,0.5418249368667603,0.5336557030677795,0.6484182476997375,0.5223561525344849,0.5309920310974121,0.5262324810028076,0.5096372365951538
0.5069408416748047,0.5318732857704163,0.6437156200408936,0.6394697427749634,0.5446783304214478,0.5891863703727722,0.6011754870414734,0.6636256575584412,0.5127408504486084,0.5143967866897583,0.5206500887870789,0.5345866680145264
0.5372058153152466,0.5298165678977966,0.640392541885376,0.7017663717269897,0.55589759349823,0.5544735789299011,0.551760196685791,0.6166929006576538,0.5260212421417236,0.5534086227416992,0.5049409866333008,0.5300626754760742
0.5158607959747314,0.5399914383888245,0.6666362881660461,0.6636360883712769,0.5605970621109009,0.5659347176551819,0.565083384513855,0.6014075875282288,0.49344533681869507,0.5160805583000183,0.5098838806152344,0.5647453665733337
0.5227566361427307,0.5278776288032532,0.5218639373779297,0.6067491769790649,0.5066670775413513,0.5191107392311096,0.5144804120063782,0.6253690719604492,0.500346839427948,0.4911191761493683,0.5029218196868896,0.567754328250885
0.5303880572319031,0.5282837152481079,0.5366464257240295,0.6098191738128662,0.5375463366508484,0.5237909555435181,0.541837751865387,0.6619982123374939,0.506840705871582,0.5215150713920593,0.5182363390922546,0.5451638698577881
0.5072294473648071,0.5249032974243164,0.5360718369483948,0.6711136102676392,0.510770857334137,0.5468874573707581,0.5352823734283447,0.592175304889679,0.5076457262039185,0.5471069812774658,0.5081108808517456,0.6144489645957947
0.5186845660209656,0.519778311252594,0.654100775718689,0.6389258503913879,0.5368487238883972,0.5547195076942444,0.5430327653884888,0.6262760758399963,0.5009233355522156,0.5037394762039185,0.5376843810081482,0.536070704460144
0.5152557492256165,0.5146198868751526,0.6868197321891785,0.7192084789276123,0.5328357219696045,0.555956244468689,0.5918768644332886,0.7047533988952637,0.5152852535247803,0.4966892898082733,0.5162643194198608,0.5681215524673462
0.5987305641174316,0.5287309288978577,0.6722507476806641,0.6594674587249756,0.5216546654701233,0.5327075123786926,0.5375140905380249,0.5947197079658508,0.5051366686820984,0.5137155055999756,0.5121941566467285,0.5593136548995972
0.5204039216041565,0.5265429019927979,0.4940953850746155,0.5720987319946289,0.50038081407547,0.6323890089988708,0.5033463835716248,0.6299608945846558,0.5132648348808289,0.48014822602272034,0.5077213048934937,0.5283239483833313
0.5101189017295837,0.5290420055389404,0.524661123752594,0.5586904883384705,0.5347732305526733,0.541645348072052,0.5621686577796936,0.5982196927070618,0.5178081393241882,0.5022506713867188,0.5175480246543884,0.610194206237793
0.5547366142272949,0.5268096327781677,0.6649368405342102,0.6799560785293579,0.5549187064170837,0.5428454279899597,0.6330323815345764,0.7254377603530884,0.5031537413597107,0.5084319114685059,0.4867285490036011,0.5562626123428345
0.5083446502685547,0.526024341583252,0.4925181567668915,0.5747825503349304,0.5284252762794495,0.511802077293396,0.5477451682090759,0.6615667343139648,0.5211036801338196,0.5019827485084534,0.5381106734275818,0.5859633684158325
0.5132489800453186,0.5255445837974548,0.5755806565284729,0.6368441581726074,0.5511769652366638,0.5093210339546204,0.512765645980835,0.5989978313446045,0.5175116062164307,0.594718873500824,0.5142902135848999,0.5128993391990662
0.504986584186554,0.5250799059867859,0.5802280306816101,0.6815415620803833,0.5420991778373718,0.5187922120094299,0.5414919257164001,0.7341328859329224,0.502956211566925,0.5556147694587708,0.5115521550178528,0.5457044243812561
0.5062856078147888,0.5181450247764587,0.5285053253173828,0.5762601494789124,0.5266112089157104,0.5264838337898254,0.5083786845207214,0.701974093914032,0.5302290916442871,0.5060904026031494,0.5158252716064453,0.5069049000740051
0.5158017873764038,0.5252082347869873,0.6988374590873718,0.7169052362442017,0.5124223232269287,0.5535858869552612,0.5465365648269653,0.6448961496353149,0.5089688301086426,0.5121793746948242,0.5404213666915894,0.5794543623924255
0.5273630023002625,0.5447104573249817,0.6435921788215637,0.6429890394210815,0.5671944618225098,0.57108074426651,0.5303477644920349,0.7239552736282349,0.5090705156326294,0.537476122379303,0.5294737815856934,0.5290275812149048
0.5549994111061096,0.5254657864570618,0.512947142124176,0.714865505695343,0.5311782360076904,0.5118493437767029,0.5089418292045593,0.7110126614570618,0.5082913041114807,0.511021077632904,0.5131721496582031,0.5788547396659851
0.5235578417778015,0.5215479135513306,0.5524449348449707,0.6083828210830688,0.5644157528877258,0.5482670664787292,0.5640661120414734,0.695486307144165,0.5127614140510559,0.5048421621322632,0.5210007429122925,0.5635987520217896
0.5323289632797241,0.5256921052932739,0.5262728929519653,0.542396068572998,0.5188251733779907,0.5444096326828003,0.5238128900527954,0.573331356048584,0.5278183817863464,0.5102969408035278,0.5214856266975403,0.5825694799423218
0.5022936463356018,0.520969569683075,0.5570431351661682,0.636211633682251,0.525493323802948,0.5429848432540894,0.5235875844955444,0.7700624465942383,0.5225788354873657,0.5258979797363281,0.5175401568412781,0.5268755555152893
0.5347859263420105,0.5122544765472412,0.5789740085601807,0.5467799305915833,0.5500460863113403,0.5113071799278259,0.5247977375984192,0.6507852673530579,0.5335807800292969,0.48692891001701355,0.5059875845909119,0.5494767427444458
0.5173943042755127,0.5244994163513184,0.6733777523040771,0.6853728294372559,0.5591101050376892,0.5440400838851929,0.592907190322876,0.6349887251853943,0.4979661703109741,0.5356907844543457,0.4947184920310974,0.5127774477005005
0.5169876217842102,0.5194156765937805,0.6671602129936218,0.6210929751396179,0.5355876684188843,0.5317070484161377,0.5776723027229309,0.6280657649040222,0.5266796946525574,0.5314322113990784,0.5118150115013123,0.5160461068153381
