o,n,gold,students
10.346575616438356,9.602555,7.2115193548387095,7.390725
12.939280676328504,10.287705187150015,8.184325000000001,7.7865
10.950303508771931,9.848469154228855,6.80065,9.970185714285716
10.775313703703704,10.094067464114833,6.7713,7.160966666666667
11.728320512820511,9.827986751532295,6.80065,7.072057894736842
12.6227,10.35488320610687,7.4029,9.432316666666667
11.058721363636364,10.193841980894923,9.934530769230768,10.981464705882354
12.347144444444444,12.093521946902657,10.507575675675675,7.355330769230769
11.69606645962733,10.225442857142856,10.638970588235296,8.842328571428572
12.71780059473237,11.60175465326115,8.797658490566038,7.714471428571429
11.34620989010989,10.493153355893966,10.622542857142857,8.316336363636363
12.32567213483146,10.282773232679554,10.416673493975903,8.43762380952381
12.21699677419355,10.878924691358025,10.592114634146341,7.925146153846153
12.490124742268042,10.981950822546974,8.677700000000002,6.283744444444444
11.36683191023536,10.032510118319053,6.863366666666667,7.523386956521739
11.153708756218906,10.38560561633844,6.7713,7.266170588235294
11.488148987854252,9.660638116591928,6.7713,8.591166666666666
9.847126923076924,9.590047892720309,7.160966666666667,8.1792
12.060188050314466,10.277042807017544,7.187239393939394,8.03818888888889
11.774476859504134,10.6670302259887,9.350708695652173,9.139761538461538
11.440905405405406,10.49430695237107,8.03818888888889,7.2905
12.51297962962963,9.759197674418605,7.685719047619047,7.053009090909091
11.537449253731344,10.624748065416831,8.03818888888889,9.123817647058823
12.67576172839506,10.618909903937222,8.43762380952381,6.880881818181818
10.818971428571428,10.191587214611872,7.5385,8.1792
11.208037894736842,10.376746616541354,8.230229032258064,7.925146153846153
11.38610930232558,10.805999496336996,7.685719047619047,7.925146153846153
12.409290196078432,10.25034172803142,9.664637500000001,7.390725
11.8326875,11.20999685194294,7.19745,7.591788888888889
11.338594205607476,9.404297425168972,8.319402127659574,7.925146153846153
11.545822522522524,10.227122658862877,9.99335925925926,9.346233333333334
12.36164126984127,10.404549262536875,8.046271631205673,9.364474999999999
13.963212101910829,11.564098335760349,10.652937974683544,7.266170588235294
11.667353535353534,9.672396350364965,7.160966666666667,9.954550000000001
12.185142857142855,10.763781108545034,8.2825,6.485833333333334
12.949052380952384,10.656279837653836,8.739583870967742,8.591166666666666
12.442863567000478,10.853518305680694,9.430762068965517,20.0713
12.158856213017753,10.63397791837123,10.353127848101266,7.2905
11.086214285714286,10.17901968810916,10.622542857142857,7.714471428571429
12.01135641025641,10.720241080577551,7.2528310344827585,7.2905
12.844188311688312,10.168142503639013,8.739583870967742,8.03818888888889
12.655747469458989,11.575103775920768,9.057289743589743,7.5385
10.615883333333333,9.830973194671651,7.160966666666667,7.714471428571429
9.869430833333334,10.401396862310817,8.471033333333335,7.7865
10.915278571428573,9.596123993558775,7.314959259259259,7.160966666666667
12.074883988028432,10.733120573470604,9.350708695652173,8.19499411764706
11.160074236168455,10.453324812030075,10.622542857142857,6.863366666666667
11.311077195536146,10.644357158899496,10.986559574468085,5.406522222222222
13.187191304347827,10.389306730769231,7.90311052631579,7.053009090909091
12.693557142857143,11.200203142019271,6.7713,9.565215789473683
